align_len,b1,b2,bw1,bw2,ch_match,e1,e2,ew1,ew2,gid1,gid2,id1,id2,len1,len2,matches,matches_percent,s1,s2,score,seq1,seq2,tok1,tok2,uid1,uid2,w_match,series_b1,series_b2
231,1032,1028,207,211,157,1257,1240,252,253,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0486,Shamela0012715-ara1.inProgress.ms0148,1501,1477,196,84.84848485,فاصنع لنا صاعا من طعام واجعل عليه رجل شاة واملأ لنا عسا من لبن واجمع لي بني عبد المطلب حتى أكلمهم وأبلغهم ما أمرت به ففعلت ما أمرني به ثم دعوتهم وهم يومئذ أربعون رجلا يزيدون----- أو ينقصونه فيهم أعمامه أبو طالب وحمزة والعباس وأبو -,-اصنع لنا صاعا من طعام واجعل عليه رجل شاة واملا لنا عسا من لبن واجمع لي بني---- المطلب حتى أكلمهم وأبلغهم ما أمرت به ففعل- ما أمره ودعا-------هم وهم------ أربعون رجلا يزيدون رجلا أو ينقصونه فيهم أعمامه أبو طالب وحمزة والعباس وأحضر,344,486,148,300,300,-1.00465E+18,4.43722E+18,34,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
858,459,196,91,40,392,1253,874,247,171,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0487,Shamela0012715-ara1.inProgress.ms0149,1513,1511,492,57.34265734,تكل-م رسول الله فقال يا بني عبد المطلب إني والله ما أعلم شاب--- في العرب جاء قومه بأفضل مما قد جئتكم به قد جئتكم بخير الدنيا والآخرة وقد أمرني الله تعالى أن أدعوكم إليه فأيكم يوازرني على هذا الأمر على أن يكون أخي ووصيي وخليفتي فيكم فأحجم القوم عنها جيمعا و---قلت وإني لأحدثهم سنا وأرمصهم عينا وأعظمهم بطنا وأحمشهم ساقا -أنا يا نبي الله أكون وزيرك عليه- فأخذ----------------------------- برقبتي ثم -قال إن هذا أخي ووصيتي وخليفتي فيكم فاسمعوا له وأطيعوا قال فقام القوم يضحكون فيقولون لأبي طالب قد أمرك أن تسمع لأبنك وتطيع وأمر رسول------- الله أن يصدع بما جاءه من عند الله وأن يبادئ الناس بأمره ويدعوهم إلى الله فكان يدعو في أول ما نزلت عليه النبوة ثلاث سنين مستخفيا إلى أن أمر بالظهور للدعاء ثم صدع بأمر الله وبادأ قومه بالإسلام فلم يبعدوا منه ولم يردوا عليه إلا بعض الرد حتى ذكر آلهتهم وعابها فلما فعل ذلك -----------------أجمعوا على خلافه -إلا من عصمه الله,--لهم رسول الله صلى الله عليه وسلم --------------ما أعلم إنسانا في العرب جاء قومه بأفضل مما جئت---كم به قد جئتكم بخير الدنيا والآخرة وقد أمرني الله تعالى أن أدعوكم إليه فأيكم يؤازرني على هذا الأمر على أن يكون أخي ووصيي وخليفتي فيكم فأحجم القوم جميعا قال علي فقلت وإني لأحدثهم سنا وأرمصهم عينا وأعظمهم بطنا وأحمشهم ساقا وأنا يا نبي الله أكون وزيرك عليهم فأخذ رسول الله صلى الله عليه وسلم برقبة علي وقال إن هذا أخي ووصي-ي وخليفتي فيكم فاسمعوا له وأطيعوا---- فقام القوم يضحكون ويقولون لأبي طالب قد أمرك أن تسمع لابنك وتطيع واستمر النبي صلى الله عليه وسلم على ما -----------------------------أمره الله ولم يبعد عنه قومه---- في أول الأمر و--------------------------------------------------------------------------------------------------------------لم يردوا عليه------------- حتى عاب آلهتهم ونسب قومه وآباءهم إلى الكفر والضلال فأجمعوا على عداوته إلا من عصمه الله,801.5,487,149,300,300,-3.21386E+18,-7.67E+18,79,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
606,668,1,134,0,174,1204,399,247,84,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0488,Shamela0012715-ara1.inProgress.ms0150,1481,1436,230,37.95379538,حتى يهلك أحد الفريقين أو كما قالوا ثم انصرفوا عنه فعظم على أبي طالب فراق قومه وعداوتهم له ولم تطلب نفسه بإسلام رسول الله وخذلانه وبعص إلى رسول الله فأعلمه ما قالت قريش وقال له أبق على نفسك وعلي ولا تحملني من الأمر ما لا أطيق---------------- فظن رسول الله أنه قد بدا لعمه بدو وأنه خذله وقد ضعف عن نصرته فقال رسول ا-------------------------لله يا عماه لو وضعوا الشمس في يميني والقمر في شمالي على أن أترك هذا الأمر ما تركته حتى يظهره الله أو أهلك فيه ما تركته ثم ---بكى رسول الله------------------------ وقام فلما ولى -ناداه أبو طالب فأقبل عليه وقال اذهب بابن أخي فقل ما أحببت فوالله لا أسلمك لشيء أبدا فلما -,حتى يهلك أحد الفريقين---------------------------- فعظم على أبي طالب ذلك و------------------------------------------------------------------------------------------------قال لرسول الله صلى الله عليه وسلم يا ابن أخي إن قومك قالوا إلي كذا وكذا فظن رسول الله صلى الله عليه وسلم أن عمه خاذل---------------ه فقال رسول الله صلى الله عليه وسلم والله يا عم-- لو وضعوا الشمس في يميني والقمر في شمالي ما تركت---- هذ---------------------------------------------ا الأمر ثم استعبر رسول الله صلى الله عليه وسلم فبكى وقام ف----ولى فناداه أبو طالب -أقبل --يا -----------ابن أخي وقل ما أحببت فوالله لا أسلمك لشيء أبدا فأخذت,280,488,150,300,300,2.38558E+18,-2.29074E+18,36,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
294,758,793,159,166,139,1015,1022,212,213,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0502,Shamela0012715-ara1.inProgress.ms0150,1467,1436,178,60.54421769,بالقوس فشجه شجة منكرة وقال أتشتمه----- وأنا على دينه أقول ما يقول فاردد علي إن استطعت وقامت رجال--- بني مخزوم إلى حمزة لينصروا أبا جهل فقال أبو جهل دعوا أبا عمارة فإني سببت ابن أخيه سبا قبيحا وتم حمزة على إسلامه فلما أسلم حمزة عرفت قريش أن رسول الله------------------- قد عز و----------أن حمزة,بالقوس فضجه ثم ق--------ال أتشتم محمدا وأنا على دينه ف---------------------------------قامت رجال من بني مخزوم إلى حمزة لينصروا أبا جهل فقال أبو جهل دعوه---------- فإني سببت ابن أخيه سبا قبيحا وتم حمزة على إسلامه وعلم--------------ت قريش أن رسول الله صلى الله عليه وسلم قد عز وامتنع بإسلام حمزة,272,502,150,300,300,7.20998E+18,-2.29074E+18,30,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
500,1,663,0,134,183,430,996,87,200,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0509,Shamela0012715-ara1.inProgress.ms0154,1441,1490,232,46.4,لي أن أكلمك فقام رسول الله--------- وقد يئس من خير ثقيف وقال لهم اذا أبيتم فاكتموا علي ذلك وكره أن يبلغ قومه فلم يفعلوا وأغروا به سفهاءهم ف-----------------------------اجتمعوا إليه------ وألجأوه إلى حائط لعتبة وشيبة ابني ربيعة وهو البستان وهما فيه ورجع السفهاء عنه وجلس إلى ظل حبلة وقال الله------------------------ إليك أشكو ضعف قوتي وقلة حيلتي وهو أني على الناس اللهم يا أرحم الراحمين أنت رب المستضعفين وأنت ربي إلى من تكلني إلى بعيد يتجهمني أو إلى عدو ملكته أمري إن لم يكن بك علي غضب--- فلا أبالي,لي أن أكلمك فقام رسول الله من عندهم وقد يئس من خير ثقيف---------------------------------------------------------------- وأغروا به سفهاءهم وعبيدهم يسبونه ويصيحون به حتى اجتمع-- عليه الناس وألجئوه إلى حائط-------------------------------------------- ورجع-------- عنه سفهاء ثقيف فقال رسول الله صلى الله عليه وسلم اللهم إليك أشكو ضعف قوتي وقلة حيلتي وهوا-ني على الناس------ يا أرحم الراحمين أنت رب المستضعفين وأنت ربي على من تكلن---------------------------------------ي إن لم تكن ---علي غضبانا فلا أبالي,350.5,509,154,300,300,8.17743E+18,1.31147E+18,40,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
525,152,177,28,37,125,589,518,118,106,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0513,Shamela0012715-ara1.inProgress.ms0156,1480,1484,167,31.80952381,فقال م---صعب أو تجلس فتسمع فإن رضيت أمرا قبلته وإن كرهته كف عنك ما تكره فقال أنصفت ثم جلس إليهما فكلمه مصعب ----بالاسلام فقال من أحسن هذا وأجله----------------------------------------------- كيف تصنعون إذا دخلتهم في هذا الدين قالا تغتسل وتطهر ثيابك ثم تشهد شهادة الحق ثم تصلي ركعتين ففعل ذلك وأسلم ثم قال لهما إن ورائي رجلا إن تبعكما لم يتخلف عنكما أحد من قومه وسأرسله إليكما سعد بن معاذ ثم انصرف إلى سعد وقومه---------------------------- فلما نظر إليه سعد قال أ----حلف بالله لقد جائكم-- بغير الوجه الذي ذهب به من عندكم فقال,فقال له مصعب أو ما ---تسمع فإن رضيت أمرا قبلته وإلا عزلنا-- عنك ما تكره فقال أنصفت ---------------فعرض مصعب عليه الإسلام وقرأ عليه القرآن قال فعرفنا والله في وجهه الإسلام قبل أن يتكلم ثم قال كيف تصنعون إذا أنتم أسلمتم فعرفاه--------------------------------------------------------------- ذلك فأسلم و--------------------------------------------------------------------------------------------انصرف إلى النادي حتى وقف عليه ومعه أسيد بن حصين فلما رآه قومه مقبلا قالوا نحلف بالله لقد رجع سعد بغير الوجه الذي ذهب به--------- فقال,165.5,513,156,300,300,4.13933E+18,6.2418E+18,27,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
702,883,196,179,42,302,1447,830,294,171,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0513,Shamela0012715-ara1.inProgress.ms0156,1480,1484,391,55.6980057,فتسمع فإن رضيت أمرا قبلته وإن كرهته عزلنا عنك ما تكره فجلس------ فعرض عليه مصعب الاس-----لام وقرأ عليه القرآن فقال لهما ك--------------------------------------------يف تصنعون إذا دخلتم في هذا الدين فقالا له ما قالا لأسيد فأسلم وتطهر ثم عاد إلى --نادي قوم--------ه ومعه أسيد بن حضير فلما وقف عليهم ----------------------------------------------------------قال يا بني عبد الأشهل كيف تعلمون أمري فيكم قالوا سيدنا وأفضلنا قال فإن كلام رجالكم ونسائكم علي حرام حتى تؤمنوا بالله ورسوله قال فوالله ما أمسى في دار---- عبد الأشهل رجل ولا امرأة إلا مسلما أو مسلمة ورجع مصعب إلى منزل أسعد ولم يزل- يدعو------ا إلى الاسلام حتى لم يبق دار من دور الأنصار إلا وفيها رجال ونساء مسلمون إلا ما كان من ----بني أمية بن زيد,-تسمع فإن رضيت أمرا قبلته وإلا----- عزلنا عنك ما تكره فقال أنصفت فعرض----- مصعب عليه الإسلام وقرأ عليه القرآن -قال فعرفنا والله في وجهه الإسلام قبل أن يتكلم ثم قال كيف تصنعون إذا أنتم أسلمتم فعرفاه ذلك------------------- فأسلم وانصر------ف إلى النادي حتى وقف عليه ومعه أسيد بن حصين فلما رآه قومه مقبلا قالوا نحلف بالله لقد رجع سعد بغير الوجه الذي ذهب به فقال يا بني عبد الأشهل كيف تعلمون أمري فيكم قالوا سيدنا وأفضلنا قال فإن كلام رجالكم ونسائكم علي حرام حتى تؤمنوا بالله ورسوله ف----------ما أمسى في دار بني عبد الأشهل أحد حتى أسلم ونزل سعد بن معاذ ومصعب في دار--------- أسعد بن زرارة يدعون الناس إلى الإسلام حتى لم يبق دار من دور الأنصار إلا وبها ------------مسلمون إلا ما كان من دار بني أمية بن زيد,565,513,156,300,300,4.13933E+18,6.2418E+18,66,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
548,980,902,196,182,335,1493,1398,300,284,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0516,Shamela0012715-ara1.inProgress.ms0204,1493,1470,427,77.91970803,فقال لها أبعدي أصحابك ففعلت وقد --ضرب لها قبة وجمرها فتذكر بطيب الريح الجماع واجتمع بها فقالت له م--ا أوحى إليك ربك فقال ألم تر إلى ربك كيف فعل بالحبلى أخرج منها نسمة تسعى--- بين صفاق وحشى قالت وماذا------------- أيضا قال إ-------ن الله خلق للنساء أفراجا وجعل الرجال لهن أزواجا فتولج فيهن إيلاجا ثم تخرجها إذا تشاء إخراجا فينتجن لنا سخالا إنتاجا -قال- أشهد إنك نبي -قال هل لك أن أتزوجك وآكل بقومي وقومك العرب قالت نعم -قال---- ألا قومي إلى النيك فقد هيئ لك المضجع فإن شئت ففي البيت وإن شئت ففي المخدع وإن شئت سلقناك وإن شئت على أربع وإن شئت بثلثيه,فقال لها أبعدي أصحابك ففعلت فنزل وضرب لها قبة وطيبها بالبخور---------------- واجتمع بها وقالت له ماذا أوحي إلي----ك فقال ألم تر إلى ربك كيف فعل بالحبلى أخرج منها نسمة تسعى من بين صفاق وغشى قالت وما أنزل الله عليك أيضا قال ألم تر أن الله خلق النساء أفواجا وجعل الرجال لهن أزواجا فتولج فيهن إيلاجا ثم نخرج ما شئنا--- إخراجا فينتجن لن------ا إنتاجا فقالت أشهد أنك نبي فقال هل لك أن أتزوجك ق-----------------------الت نعم فقال لها ألا قومي إلى النيك فقد هيي لك المضجع فإن شئت ففي البيت وإن شئت ففي المخدع وإن شئت سلقناك وإن شئت على أربع وإن شئت بثلثيه,728,516,204,300,300,4.54214E+18,4.40508E+18,71,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
692,175,1034,37,211,241,831,1490,165,297,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0523,Shamela0012715-ara1.inProgress.ms0161,1534,1509,305,44.07514451,بدار من دور الأنصار إلا قالوا هلم يا رسول الله إلى العدد والعدة والمنعة------- فيقول خلوا سبيلها فإنها مأمورة حتى انتهى إلى موضع مسجده اليوم فبركت على باب مسجده وهو يومئذ مربد لغلامين يتيمين في حجر معاذ بن عفراء وهما سهل وسهيل ابنا عمرو من بني النجار فلما بركت لم ينزل عنها ثم وثبت فسارت غير بعيد ورسول الله واضع لها زمامها لا يثنيها به فالتفتت خلفها ثم رجعت إلى مبركها أول مرة فبركت فيه ووضعت جرانها فنزل عنها رسول الله--------------- واحتمل أبو أيوب الأنصاري رحله وسأل رسول الله عن المربد فقال معاذ بن عفراء هو ليتيمين لي وسأرضيهما من ثمنه فأمر به رسول الله أن يبني مسجدا وقام عند أبي أيوب ---------حتى بنى مسجده ومساكنه وقيل إ----ن موضع المسجد كان لبني النجار -فيه نخل وحرث وقبور المشركين,-دار من دور الأنصار إلا قالوا هلم يا رسول الله إلى العدد والعدة ويعترضون ناقته فيقول خلوا سبيلها فإنها مأمورة حتى انتهت إلى موضع مسجده صلى الله عليه وسلم وكان------------ مربدا ل---------------------------------------سهل وسهيل ابني عمرو يتيمين في حجر معاذ بن أعفر فبركت هناك----------------------------------------------------------------------------------------------------------------- ووضعت جرانها فنزل عنها النبي صلى الله عليه وسلم واحتمل أبو أيوب الأنصاري رحل الناقة إلى بيته وأقام النبي صلى الله عليه وسل-------------------------------------------------------------------م عند أبي أيوب الأنصاري حتى بنى مسجده ومساكنه وقيل بل كان موضع المسجد---- لبني النجار وفيه نخل وخرب وقبور المشركين,444.5,523,161,300,300,7.67904E+18,-3.35894E+18,47,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
896,307,1060,61,202,226,1122,1486,221,288,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0534,Shamela0012715-ara1.inProgress.ms0163,1536,1544,286,31.91964286,فبارز عبيدة بن الحارث بن عبد المطلب وكان أمير القوم عتبة وبارز ح----------------------------------------------------------------------مزة شيبة وبارز علي الوليد فأما حمزة فلميمهل شيبة أن قتله وأما علي فلم يمهل الوليد أن قتله واختلف عبيدة وعتبة بينهما ضربتين كلاهما قد أثبت صاحبه وكر -----حمزة وعلي على عتبة فقتلاه واحتملا عبيدة إلى أصحابه وقد قطعت رجله فلما أتوا به النبي قال ألست شهيدا يا رسول الله قال نعم قال لو رآني أبو طالب لعلم أننا أحق منه بقوله ونسلمه حتى نصرع حوله ونذهل عن أبنائنا والحلائل ثم مات وتزاحف- القوم ودنا بعضهم من بعض وأبو جهل يقول اللهم أقطعنا للرحم وآتانا بما لم نعرف فأحنه الغداة فكان هو المستفتح على نفسه وكان رسول الله قد أمر أصحابه أن لا يحملوا حتى يأمرهم وقال أن اكتنفكم القوم فانضحوهم عنكم بالنبل ونزل في العريش ومعه أبو بكر وهو يدعو ويقول اللهم إن تهلك هذه العصابة من أهل الإسلام لا تعبد في الأرض اللهم أنجز لي ما وعدتني ولم يزل -----حتى سقط رداؤه فوضعه عليه أبو بكر,يبارز عبيدة بن الحارث بن---- المطلب ع----------------تبة وحمزة عم النبي صلى الله عليه وسلم شيبة وعلي بن أبي طالب الوليد بن عتبة فقتل حمزة شيبة و-----علي الوليد وضرب كل واحد من عبي-------------------------------------------------------دة وعتبة----------------------------- صاحبه وكر علي وحمزة -----على عتبة فقتلاه واحتملا عبيدة----------- وقد قطعت رجله--------------------------------------------------------------------------------------------------------------------------------------------------- ثم مات وتزاحفت القوم و-----------------------------------------------------------------------------------------------------------------رسول الله صلى الله عليه وسلم ومعه أبو بكر على----------------------------------------------------- العريش------------- وهو يدعو ويقول اللهم إن تهلك هذه العصابة--------------- لا تعبد في الأرض اللهم أنجز لي ما وعدتني ولم يزل كذلك حتى سقط رداؤه فوضعه----ا أبو بكر,340,534,163,300,300,1.60048E+18,6.13027E+18,49,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
1096,546,41,107,8,305,1513,830,300,166,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0565,Shamela0012715-ara1.inProgress.ms0170,1513,1539,391,35.67518248,أبا براء بن عازب بن عامر بن مالك بن جعفر بن ملاعب الأسنة سيد بني عامر بن صعصعة قدم المدينة وأهدى للنبي هدية فلم يقبلها وقال يا أبا براء لا أقبل هدية مشرك ثم عرض عليه الإسلام فلم يبعد عنه ولم يسلم وقال إن أمرك هذا حسن ف--------لو بعثت رجلا من أصحابك إ------لى أهل نجد يدعو-هم إلى أمرك لرجوت أن يستجيبوا لك فقال رسول الله أخشى عليهم أهل نجد ف----------------قال أبو براء أنا لهم جار فبعث رسول الله سبعين رجلا فيهم--- المنذر بن عمر والأنصاري والحارث بن الصمة وحرام بن ملحان وعامر---- بن فهيرة وغيرهم قيل كانوا أربعين فساروا حتى ----نزلوا ببئر معونة من أرض بني عامر وحرة بني سليم فلما نزلوها بعثوا حرام بن ملحان بكتاب النبي --------------------------------إلى عامر بن الطفيل فلما أتاه لم ينظر إلى الكتاب و--عدا على حرام فقتله فلما طعنه قال الله أكبر فزت ورب الكعبة واستصرخ بني عامر فلم يجيبوه وقالوا لن نخفر أبا براء فقد أجارهم فاستصرخ بني سليم عصية ورعل وذكوان فأجابوه وخرجوا حتى أحاطوا بالمسلمين فقاتلوهم حتى قتلوا عن آخرهم إلا كعب بن زيد الأنصاري فإنهم تركوه وبه رمق فعاش حتى قتل---------------------------------------------- يوم الخندق وكان في سرح القوم عمرو بن أمية------- ورجل من الأنصار فرأيا,أبو برا------------ عامر بن مالك بن جعفر--- ملاعب الأسنة على النبي صلى الله عليه وسلم ولم يسلم ولم يبعد من----------------------------------------------------------- الإسلا----------------------م وقال للنبي صلى الله عليه وسلم لو بعثت -----من أصحابك رجالا إلى أهل نجد يدعونهم ----------رجوت أن يستجيبوا لك فقال رسول الله صلى الله عليه وسلم أخاف على أصحابي فقال أبو برا- أنا لهم جار فبعث رسول الله صلى الله عليه وسلم المنذر بن عمر -الأنصاري في أربعين رجلا من خيار المسلمين فيهم عامر بن فهير مولى أبي بكر الصديق رضي الله عنه فمضوا ونزلوا -بئر معونة على أربع مراحل من المدينة و---------------بعثوا-------------- بكتاب رسول الله صلى الله عليه وسلم إلى عدو الله عامر بن الطفيل فقتل الذي أحضر------- الكتاب وجمع الجموع وقصد أصحاب رسو--------ل الله صلى الله عليه وسلم فت-------------------------------------------------------------------------------------------------------------------------------------قاتلوا و----قتلوا عن آخرهم إلا كعب بن زيد--------- فإنه بقي في---ه رمق وتوارى بين القتلى ثم لحق بالنبي صلى الله عليه وسلم واستشهد يوم الخندق وكان في سرح القوم عمرو بن أمية الضمري ورجل من الأنصار فرأيا,399.5,565,170,300,300,-6.49653E+18,-1.83158E+18,58,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
418,482,1211,93,238,153,869,1489,168,289,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0567,Shamela0012715-ara1.inProgress.ms0170,1537,1539,190,45.45454545,--يج-----------ليهم ويكف عن دمائهم على أن لهم ما حملت الإبل من الأموال --إلا السلاح فأجابهم إلى ذلك فخرجوا إلى خيبر ومنهم من سار إلى الشام فكان ممن سار إلى خيبر كنانة بن الربيع وحيي بن أخطب وكان فيهم يومئذ أم عمر وصاحبة عروة بن الورد التي ابتاعوا منه وكان غفارية فكانت أموال النضير لرسول الله وحده يضع---------------ها حيث شاء فقسمها على المهاجرين الأولين دون الأنصار إلا أن سهل بن حنيف- وأبا دجانة ذكرا فقرا فأعطاهما,عليه وسلم أن يخلي---------------هم على أن لهم ما حملت الإبل من --أموالهم إلا السلاح فأجابهم إلى ذلك فخرجوا ومعهم الدفوف والمزامير مظهرين بذلك تجلدا و-------------------------------------------------------------------------------------------------------------------كانت أموالهم فيئا لرسول الله صلى الله عليه وسلم يقسمها حيث شاء فقسمها على المهاجر--------ين دون الأنصار إلا أن سهل بن حنيفة وأبا دجانة ذكرا فقرا فأعطاهما,300,567,170,300,300,2.86006E+18,-1.83158E+18,30,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
530,466,345,92,69,137,740,861,148,174,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0575,Shamela0012715-ara1.inProgress.ms0174,1507,1516,177,33.39622642,نزلوا على حكم رسول الله فقا--------------------------------------ل الأوس يا رسول الله افعل في موالينا مثل ما فعلت في موالي الخزرج يعني بني قينقاع وقد تقدم ذكرهم فقال--------------------------------------------------------------------- ألا ترضون أن يحكم فيهم سعد بن معاذ ---------------قالوا بلى فأتاه قومه فاحتملوه ع----------------------------------------------------------------------لى حمار---------------------------------------- ثم أقبلوا معه إلى رسول الله------------------- وهم يقولون----- يا أبا عمرو أحسن إلى مواليك فلما,نزلوا على حكم رسول الله صلى الله عليه وسلم وكانوا حلفاء الأوس فسأل الأوس--- رسول الله صلى الله عليه وسلم في إطلاقهم كما أطلق---------- بني قينقاع حلفاء الخزرج بسؤال عبد الله بن أبي بن أبي سلول المنافق فقال رسول الله صلى الله عليه وسلم ألا ترضون أن يحكم فيهم سعد بن معاذ وهو سيد الأوس فقالوا إلى ظنا منهم أن يحكم بإطلاقهم فأمر بإحضار سعد وكان به جرح في أكحله من الخندق فحملت الأوس سعدا على حمار قد وطأوا له عليه بوسادة وكان رجلا جسيما ثم أقبلوا ب-ه إلى رسول الله صلى الله عليه وسلم وهم يقولون لسعد يا أبا عمرو أحسن إلى مواليك فقال,192,575,174,300,300,-6.138E+18,-6.79697E+18,29,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
646,913,533,184,109,296,1503,1056,300,209,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0579,Shamela0012715-ara1.inProgress.ms0176,1503,1495,376,58.20433437,عمر بن الخطاب أجير له من بني غفار يقال له جهجاه فازدحم هو وسنان الجهني حليف بني عوف من الخزرج على الماء فاقتتلا فصرخ ال-جهني يا معشر الأنصار وصرخ جهجاه يا معشر المهاجرين---------------------------- فغضب عبد الله بن أبي بن---- سلول وع--------نده رهط من قومه فيهم زيد بن أرقم غلام حدث السن فقال أو--قد فعلوها قد كاثرونا في بلادنا أما والله لئن رجعنا إلى المدينة ليخرجن الأعز منها الأذل ثم أقبل على من حضره من قومه فقال هذا ما فعلتم بأنفسكم أحللتموهم ببلادكم وقاسمتموهم أموالكم والله لو أمسكتم عنهم ما بأيديكم لتحولوا إلى غير بلادك فسمع ذلك زيد فمشى به إلى النبي وذلك عند فراغ رسول الله من غزوه فأخبره الخبر وعنده عمر بن الخطاب ف-------------قال يا,عمر بن الخطاب رضي الله عنه------------------------------- وسنان الجهني حليف الأنصار ----------على الماء وتقاتلا فصرخ الغفاري يا معش---------------------------ر المهاجرين وصرخ الجهني يا معشر الأنصار فغضب عبد الله بن أبي بن أبي سلول المنافق وعنده رهط من قومه فيه- زيد بن أرقم فقال عبد الله المنافق لقد فعلوها قد كاثرونا في بلادنا أما والله لئن رجعنا إلى المدينة لنخرجن الأعز منها الأذل ثم قال ل----من حضر- من قومه----- هذا ما فعلتم بأنفسكم أحللتموهم ب-لادكم وقاسمتموهم أموالكم ولو ------مسكتم عنهم ما بأيديكم لتحولوا عنكم فأخبر زيد بن أرقم---------------- النبي صلى الله عليه وسلم بذلك وع---------------------نده عمر بن الخطاب رضي الله عنه فقال يا,557.5,579,176,300,300,-5.5393E+18,-7.69089E+18,56,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
228,1037,1137,206,230,69,1246,1243,249,251,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0587,Shamela0012715-ara1.inProgress.ms0189,1504,1489,86,37.71929825,لا يلوي أحد على أحد وانحاز رسول الله------------------- ذات اليمين ثم قال أيها الناس هلموا إلي أنا رسول الله أنا محمد بن عبد الله قاله ثلاثا ثم احتملت الإبل بعضها بعضا إلا أنه قد بقي مع النبي نفر من المهاجرين والأنصار وأهل بيته,لا يلوي أحد على أحد وانحاز رسول الله صلى الله عليه وسلم ذات اليمين ف--------------------------------------------------------------------------------------------------------------------------ي نفر من المهاجرين والأنصار وأهل بيته,142,587,189,300,300,2.54522E+18,-2.26884E+18,15,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
265,1,1243,0,251,144,255,1479,52,298,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0588,Shamela0012715-ara1.inProgress.ms0189,1501,1489,186,70.18867925,ولما انهزم الناس تكلم رجال من أهل مكة بما في أنفسهم من الضغن فقال أبو سفيان بن حرب لا تنتهي هزيمتهم دون البحر و-----الأزلام معه في كنانته وقال كلدة بن الحنبلي وهو------ أخو صفوان بن أمية لأمه وكان صفوان بن أمية يومئذ مشركا الآن بطل السحر فقال له صفوان اسكت فض الله,ولما انهزم المسلمون أظهر----- أهل مكة -ما في نفوسهم من الحقد فقال أبو سفيان بن حرب لا تنتهي هزيمتهم دون البحر وكانت الأزلام معه في كناتته وصرخ كلدة الآن بطل السحر وكلدة أخو صفوان بن أمية لأمه وكان صفوان حين--------ئذ مشركا ف---------------قال له صفوان اسكت فض الله,299.5,588,189,300,300,-1.37274E+18,-2.26884E+18,32,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
361,505,416,96,82,234,832,737,152,139,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms0594,Shamela0012715-ara1.inProgress.ms0191,1615,1527,284,78.67036011,أوجدتم يا معشر الأنصار في أنفسكم في لعاعة من الدنيا تألفت بها قوما ليسلموا ووكلتكم إلى إسلامكم أفلا ترضون أن يذهب الناس بالشاة والبعير------- وترجعوا برسول الله -------------------إلى رحالكم---- والذي نفسي---- بيده لولا الهجرة لكنت امراءا من الأنصار ولو سلك الناس شعبا وسلكت الأنصار شعبا لسلكت شعب الأنصار اللهم ارحم الأنصار وأبناء الأنصار وأبناء أبناء الأنصار,أوجدتم يا معشر الأنصار---------- في لعاعة من الدنيا -ألفت بها قوما ليسلموا -وكلتكم إلى إسلامكم أم-ا ترضون أن يذهب الناس ب-------البعير والشاة وترجعون برسول الله صلى الله عليه وسلم إلى رحالكم أما والذي نفس محمد بيده لولا الهجرة لكنت امر-ءا من الأنصار ولو سلك الناس ش-------------------عبا لسلكت شعب الأنصار اللهم ارحم الأنصار وأبناء الأنصار وأبناء أبناء الأنصار,500,594,191,300,300,1.28803E+18,7.48694E+18,40,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
